CRSE_ID,CRSE_OFFER_NBR,CRSE_EFFDT,SUBJECT,CRSE_CODE,COURSE_TITLE_LONG,ACAD_ORG_MAU_DESCRFORMAL,ACAD_ORG_U1_DESCRFORMAL,RQRMNT_GROUP,EFFDT,DESCR254A,RQRMNT_USEAGE,RQRMNT_LIST_SEQ,RQ_CONNECT_TYPE,MIN_CRSES_REQD,MIN_UNITS_REQD,GRADE_POINTS_MIN,GPA_REQUIRED,RQ_LINE_KEY_NBR,RQ_GRP_LINE_NBR,RQ_GRP_LINE_TYPE,REQUIREMENT,REQUISITE_TYPE,SSR_DESCR80,RQDET_CRSE_ID,RQDET_CRSE,RQ_CONNECT,PARENTHESIS,MIN_CRSES_REQD,MIN_UNITS_REQD,CONDITION_CODE,CONDITION_OPERATOR,CONDITION_DATA,DESCR,RQRMNT_USEAGE,RQRMNT_LIST_SEQ,RQ_CONNECT_TYPE,MIN_CRSES_REQD,MIN_UNITS_REQD,GRADE_POINTS_MIN,GPA_REQUIRED,RQ_LINE_KEY_NBR,RQ_LINE_DET_SEQ,RQ_LINE_DET_TYPE,COURSE_LIST,CONDITION_CODE,CONDITION_OPERATOR,CONDITION_DATA,CourseList
122881,1,00:00.0,VM,483,Veterinary Nursing Clerkship in Biomedical Research,College of Veterinary Medicine,Veterinary Medicine Dean,606809,00:00.0,Prerequisite: VM 270 and VM 275 and VM 303 and VM 304 and VM 245    ,ENR,1,AND,0,0,0,0,1,10,RQ,1758,PRE, , ,, , ,0,0, , , ,"VM 270,275,303,304,245 or Hnrs",ENR,1,OR,0,0,0,0,2,1,COND, ,PL,IN,116,
122882,1,00:00.0,VM,484,Veterinary Nursing Clerkship in Zoo and Wildlife Medicine,College of Veterinary Medicine,Veterinary Medicine Dean,606810,00:00.0,Prerequisite: VM 270 and VM 275 and VM 303 and VM 304 and VM 245    ,ENR,1,AND,0,0,0,0,1,10,RQ,1758,PRE, , ,, , ,0,0, , , ,"VM 270,275,303,304,245 or Hnrs",ENR,1,OR,0,0,0,0,1,1,CLST,5004,NA,EQ, ,"VM 270 (122848-College of Veterinary Medicine Veterinary Medicine Dean), VM 275 (122849-College of Veterinary Medicine Veterinary Medicine Dean), VM 303 (122853-College of Veterinary Medicine Veterinary Medicine Dean), VM 304 (122854-College of Veterinary Medicine Veterinary Medicine Dean), VM 245 (122844-College of Veterinary Medicine Veterinary Medicine Dean)"
122882,1,00:00.0,VM,484,Veterinary Nursing Clerkship in Zoo and Wildlife Medicine,College of Veterinary Medicine,Veterinary Medicine Dean,606810,00:00.0,Prerequisite: VM 270 and VM 275 and VM 303 and VM 304 and VM 245    ,ENR,1,AND,0,0,0,0,1,10,RQ,1758,PRE, , ,, , ,0,0, , , ,"VM 270,275,303,304,245 or Hnrs",ENR,1,OR,0,0,0,0,2,1,COND, ,PL,IN,116,
122884,1,00:00.0,VM,486,Veterinary Nursing Clerkship in Clinical Parasitology,College of Veterinary Medicine,Veterinary Medicine Dean,606811,00:00.0,Prerequisite: VM 245    ,ENR,1,AND,0,0,0,0,1,10,RQ,1742,PRE, , ,, , ,0,0, , , ,VM 245 or Honors,ENR,1,OR,0,0,0,0,1,1,CLST,5006,NA,EQ, ,VM 245 (122844-College of Veterinary Medicine Veterinary Medicine Dean)
122884,1,00:00.0,VM,486,Veterinary Nursing Clerkship in Clinical Parasitology,College of Veterinary Medicine,Veterinary Medicine Dean,606811,00:00.0,Prerequisite: VM 245    ,ENR,1,AND,0,0,0,0,1,10,RQ,1742,PRE, , ,, , ,0,0, , , ,VM 245 or Honors,ENR,1,OR,0,0,0,0,2,1,COND, ,PL,IN,116,
122885,1,00:00.0,VM,487,Veterinary Nursing Clerkship in Dermatology,College of Veterinary Medicine,Veterinary Medicine Dean,606812,00:00.0,Prerequisite: VM 412    ,ENR,1,AND,0,0,0,0,1,10,RQ,2133,PRE, , ,, , ,0,0, , , ,VM 412 or Honors,ENR,1,OR,0,0,0,0,1,1,CLST,7314,NA,EQ, ,VM 412 (122862-College of Veterinary Medicine Veterinary Medicine Dean)
122885,1,00:00.0,VM,487,Veterinary Nursing Clerkship in Dermatology,College of Veterinary Medicine,Veterinary Medicine Dean,606812,00:00.0,Prerequisite: VM 412    ,ENR,1,AND,0,0,0,0,1,10,RQ,2133,PRE, , ,, , ,0,0, , , ,VM 412 or Honors,ENR,1,OR,0,0,0,0,2,1,COND, ,PL,IN,116,
122886,1,00:00.0,VM,490,Veterinary Nursing Clerkship in Special Problems,College of Veterinary Medicine,Veterinary Medicine Dean,606813,00:00.0,Prerequisite: VM 270 and VM 275 and VM 303 and VM 304 and VM 245    ,ENR,1,AND,0,0,0,0,1,10,RQ,1758,PRE, , ,, , ,0,0, , , ,"VM 270,275,303,304,245 or Hnrs",ENR,1,OR,0,0,0,0,1,1,CLST,5004,NA,EQ, ,"VM 270 (122848-College of Veterinary Medicine Veterinary Medicine Dean), VM 275 (122849-College of Veterinary Medicine Veterinary Medicine Dean), VM 303 (122853-College of Veterinary Medicine Veterinary Medicine Dean), VM 304 (122854-College of Veterinary Medicine Veterinary Medicine Dean), VM 245 (122844-College of Veterinary Medicine Veterinary Medicine Dean)"
122886,1,00:00.0,VM,490,Veterinary Nursing Clerkship in Special Problems,College of Veterinary Medicine,Veterinary Medicine Dean,606813,00:00.0,Prerequisite: VM 270 and VM 275 and VM 303 and VM 304 and VM 245    ,ENR,1,AND,0,0,0,0,1,10,RQ,1758,PRE, , ,, , ,0,0, , , ,"VM 270,275,303,304,245 or Hnrs",ENR,1,OR,0,0,0,0,2,1,COND, ,PL,IN,116,
122928,1,00:00.0,VM,611,Veterinary Externship,College of Veterinary Medicine,Veterinary Medicine Dean,606872,00:00.0,Restrictions: Open to graduate-professional students in the College of Veterinary Medicine.    ,ENR,1,AND,0,0,0,0,1,10,COND, , , , ,, , ,0,0,PL,IN,512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122929,1,00:00.0,VM,690,Special Problems in Veterinary Medicine,College of Veterinary Medicine,Veterinary Medicine Dean,606873,00:00.0,Restrictions: Open to graduate-professional students in the College of Veterinary Medicine. Reenrollment Information: A student may earn a maximum of 12 credits in all enrollments for this course. ,ENR,1,AND,0,0,0,0,1,10,COND, , , , ,, , ,0,0,PL,IN,512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122930,1,00:00.0,VM,692,Career Development and Business Skills,College of Veterinary Medicine,Veterinary Medicine Dean,606874,00:00.0,Restrictions: Open to graduate-professional students in the College of Veterinary Medicine.    ,ENR,1,AND,0,0,0,0,1,10,COND, , , , ,, , ,0,0,PL,IN,512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122931,1,00:00.0,VM,810,Food Safety Introduction and Professional Management,College of Veterinary Medicine,Veterinary Medicine Dean,606876,00:00.0,Restrictions: Open only to students in the Master of Science degree in Food Safety or approval of college.    ,ENR,1,AND,0,0,0,0,1,10,COND, , ,Food Safety Majors, ,, , ,0,0,PL,EQ,FDSAFET_MS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122932,1,00:00.0,VM,811,Evolution and Ecology of Foodborne Pathogens,College of Veterinary Medicine,Veterinary Medicine Dean,606877,00:00.0,Restrictions: Open to master's students in the Food Safety major or approval of college.    ,ENR,1,AND,0,0,0,0,1,10,COND, , ,Food Safety Majors, ,, , ,0,0,PL,EQ,FDSAFET_MS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122933,1,00:00.0,VM,812,Food Safety Toxicology,College of Veterinary Medicine,Veterinary Medicine Dean,606878,00:00.0,Restrictions: Open to master's students in the Food Safety major or approval of college.    ,ENR,1,AND,0,0,0,0,1,10,COND, , ,Food Safety Majors, ,, , ,0,0,PL,EQ,FDSAFET_MS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122934,1,00:00.0,VM,813,Special Studies in Food Safety,College of Veterinary Medicine,Veterinary Medicine Dean,606879,00:00.0,Restrictions: Open to master's students in the Food Safety major or approval of college.    ,ENR,1,AND,0,0,0,0,1,10,COND, , ,Food Safety Majors, ,, , ,0,0,PL,EQ,FDSAFET_MS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122935,1,00:00.0,VM,814,Packaging for Food Safety,College of Veterinary Medicine,Veterinary Medicine Dean,606880,00:00.0,Restrictions: Open to master's students in the Food Safety major and open to graduate students  in the Packaging major or approval of college.    Interdepartmental With: Packaging,ENR,1,OR,0,0,0,0,1,10,COND, , ,Food Safety Majors, ,, , ,0,0,PL,EQ,FDSAFET_MS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122935,1,00:00.0,VM,814,Packaging for Food Safety,College of Veterinary Medicine,Veterinary Medicine Dean,606880,00:00.0,Restrictions: Open to master's students in the Food Safety major and open to graduate students  in the Packaging major or approval of college.    Interdepartmental With: Packaging,ENR,1,OR,0,0,0,0,2,20,COND, , ,Packaging MS, ,,OR, ,0,0,PL,EQ,PACKAGI_MS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122935,1,00:00.0,VM,814,Packaging for Food Safety,College of Veterinary Medicine,Veterinary Medicine Dean,606880,00:00.0,Restrictions: Open to master's students in the Food Safety major and open to graduate students  in the Packaging major or approval of college.    Interdepartmental With: Packaging,ENR,1,OR,0,0,0,0,3,30,COND, , ,Packaging PHD, ,,OR, ,0,0,PL,EQ,PACKAG_PHD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122935,2,00:00.0,PKG,814,Packaging for Food Safety,College of Veterinary Medicine,Veterinary Medicine Dean,606880,00:00.0,Restrictions: Open to master's students in the Food Safety major and open to graduate students  in the Packaging major or approval of college.    Interdepartmental With: Packaging,ENR,1,OR,0,0,0,0,1,10,COND, , ,Food Safety Majors, ,, , ,0,0,PL,EQ,FDSAFET_MS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122935,2,00:00.0,PKG,814,Packaging for Food Safety,College of Veterinary Medicine,Veterinary Medicine Dean,606880,00:00.0,Restrictions: Open to master's students in the Food Safety major and open to graduate students  in the Packaging major or approval of college.    Interdepartmental With: Packaging,ENR,1,OR,0,0,0,0,2,20,COND, , ,Packaging MS, ,,OR, ,0,0,PL,EQ,PACKAGI_MS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122935,2,00:00.0,PKG,814,Packaging for Food Safety,College of Veterinary Medicine,Veterinary Medicine Dean,606880,00:00.0,Restrictions: Open to master's students in the Food Safety major and open to graduate students  in the Packaging major or approval of college.    Interdepartmental With: Packaging,ENR,1,OR,0,0,0,0,3,30,COND, , ,Packaging PHD, ,,OR, ,0,0,PL,EQ,PACKAG_PHD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122936,1,00:00.0,VM,815,Applied Project in Food Safety,College of Veterinary Medicine,Veterinary Medicine Dean,606881,00:00.0,Prerequisite: VM 810 or approval of college    Restrictions: Open to master's students in the Food Safety major or approval of college.    ,ENR,1,AND,0,0,0,0,1,10,COND, , ,Food Safety Major, ,, , ,0,0,PL,EQ,FDSAFET_MS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122936,1,00:00.0,VM,815,Applied Project in Food Safety,College of Veterinary Medicine,Veterinary Medicine Dean,606881,00:00.0,Prerequisite: VM 810 or approval of college    Restrictions: Open to master's students in the Food Safety major or approval of college.    ,ENR,1,AND,0,0,0,0,2,20,CRSE, ,PRE, ,122931,VM 810 (122931-College of Veterinary Medicine Veterinary Medicine Dean),AND, ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122939,1,00:00.0,VM,820,Current Topics in Comparative Medicine and Integrative Biology,College of Veterinary Medicine,Veterinary Medicine Dean,606883,00:00.0,Restrictions: Open to graduate students in the College of Veterinary Medicine.    ,ENR,1,AND,0,0,0,0,1,10,COND, , , , ,, , ,0,0,PR,IN,440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122940,1,00:00.0,VM,821,Food Protection and Defense,College of Veterinary Medicine,Veterinary Medicine Dean,606884,00:00.0,Restrictions: Open to graduate students in the College of Veterinary Medicine or  in the Food Safety major or in the Veterinary Medicine major or  in the Criminal Justice major or approval of college.    Interdepartmental With: Criminal Justice,ENR,1,AND,0,0,0,0,1,10,COND, , , , ,, ,(,0,0,PR,IN,440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122940,1,00:00.0,VM,821,Food Protection and Defense,College of Veterinary Medicine,Veterinary Medicine Dean,606884,00:00.0,Restrictions: Open to graduate students in the College of Veterinary Medicine or  in the Food Safety major or in the Veterinary Medicine major or  in the Criminal Justice major or approval of college.    Interdepartmental With: Criminal Justice,ENR,1,AND,0,0,0,0,2,20,COND, , , , ,,OR, ,0,0,PL,IN,520,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122940,1,00:00.0,VM,821,Food Protection and Defense,College of Veterinary Medicine,Veterinary Medicine Dean,606884,00:00.0,Restrictions: Open to graduate students in the College of Veterinary Medicine or  in the Food Safety major or in the Veterinary Medicine major or  in the Criminal Justice major or approval of college.    Interdepartmental With: Criminal Justice,ENR,1,AND,0,0,0,0,3,30,COND, , , , ,,OR,),0,0,PL,IN,401,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122940,2,00:00.0,CJ,821,Food Protection and Defense,College of Veterinary Medicine,Veterinary Medicine Dean,606884,00:00.0,Restrictions: Open to graduate students in the College of Veterinary Medicine or  in the Food Safety major or in the Veterinary Medicine major or  in the Criminal Justice major or approval of college.    Interdepartmental With: Criminal Justice,ENR,1,AND,0,0,0,0,1,10,COND, , , , ,, ,(,0,0,PR,IN,440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122940,2,00:00.0,CJ,821,Food Protection and Defense,College of Veterinary Medicine,Veterinary Medicine Dean,606884,00:00.0,Restrictions: Open to graduate students in the College of Veterinary Medicine or  in the Food Safety major or in the Veterinary Medicine major or  in the Criminal Justice major or approval of college.    Interdepartmental With: Criminal Justice,ENR,1,AND,0,0,0,0,2,20,COND, , , , ,,OR, ,0,0,PL,IN,520,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122940,2,00:00.0,CJ,821,Food Protection and Defense,College of Veterinary Medicine,Veterinary Medicine Dean,606884,00:00.0,Restrictions: Open to graduate students in the College of Veterinary Medicine or  in the Food Safety major or in the Veterinary Medicine major or  in the Criminal Justice major or approval of college.    Interdepartmental With: Criminal Justice,ENR,1,AND,0,0,0,0,3,30,COND, , , , ,,OR,),0,0,PL,IN,401,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122944,1,00:00.0,WRA,490,Independent Study,College of Arts and Letters,"Writing, Rhetoric, and Cultures",606930,00:00.0,Prerequisite: WRA 202 or WRA 260.,ENR,1,AND,0,0,0,0,1,10,RQ,1645,PRE, , ,, , ,0,0, , , ,WRA 202/260 or Honors,ENR,1,AND,0,0,0,0,1,1,CLST,4997,NA,EQ, ,"WRA 202 (116558-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 260 (116561-College of Arts and Letters Writing, Rhetoric, and Cultures)"
122944,1,00:00.0,WRA,490,Independent Study,College of Arts and Letters,"Writing, Rhetoric, and Cultures",606930,00:00.0,Prerequisite: WRA 202 or WRA 260.,ENR,1,AND,0,0,0,0,1,10,RQ,1645,PRE, , ,, , ,0,0, , , ,WRA 202/260 or Honors,ENR,1,AND,0,0,0,0,2,1,COND, ,PL,IN,116,
122945,1,00:00.0,WRA,491,Special Topics,College of Arts and Letters,"Writing, Rhetoric, and Cultures",606931,00:00.0,Prerequisite: WRA 202 or WRA 260    ,ENR,1,AND,0,0,0,0,1,10,RQ,1645,PRE, , ,, , ,0,0, , , ,WRA 202/260 or Honors,ENR,1,AND,0,0,0,0,1,1,CLST,4997,NA,EQ, ,"WRA 202 (116558-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 260 (116561-College of Arts and Letters Writing, Rhetoric, and Cultures)"
122945,1,00:00.0,WRA,491,Special Topics,College of Arts and Letters,"Writing, Rhetoric, and Cultures",606931,00:00.0,Prerequisite: WRA 202 or WRA 260    ,ENR,1,AND,0,0,0,0,1,10,RQ,1645,PRE, , ,, , ,0,0, , , ,WRA 202/260 or Honors,ENR,1,AND,0,0,0,0,2,1,COND, ,PL,IN,116,
122947,1,00:00.0,WS,202,Introduction to Contemporary Feminisms and Gender Theories,College of Arts and Letters,"Program in Women, Gender and Social Justice",606956,00:00.0,Prerequisite: WS 201    Restrictions: Not open to freshmen.    ,ENR,1,OR,0,0,0,0,1,10,CRSE, ,PRE,WS 201,122946,"WS 201 (122946-College of Arts and Letters Program in Women, Gender and Social Justice)", ,(,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122947,1,00:00.0,WS,202,Introduction to Contemporary Feminisms and Gender Theories,College of Arts and Letters,"Program in Women, Gender and Social Justice",606956,00:00.0,Prerequisite: WS 201    Restrictions: Not open to freshmen.    ,ENR,1,OR,0,0,0,0,2,20,COND, , ,Not open to Freshmen, ,,AND,),0,0,TBL,EQ,181,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122947,1,00:00.0,WS,202,Introduction to Contemporary Feminisms and Gender Theories,College of Arts and Letters,"Program in Women, Gender and Social Justice",606956,00:00.0,Prerequisite: WS 201    Restrictions: Not open to freshmen.    ,ENR,1,OR,0,0,0,0,3,30,COND, , ,Honors, ,,OR, ,0,0,PL,IN,116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122948,1,00:00.0,WS,203,Introduction to Methods for Women's and Gender Studies Research,College of Arts and Letters,"Program in Women, Gender and Social Justice",606957,00:00.0,Prerequisite: Completion of Tier I Writing Requirement    ,ENR,1,OR,0,0,0,0,1,10,RQ,2083,PRE, , ,, , ,0,0, , , ,Tier I Writing Requirement,ENR,1,AND,0,0,0,0,1,1,CLST,4, , , ,"WRA 101 (125835-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 195H (116999-College of Arts and Letters Writing, Rhetoric, and Cultures), LB 133 (119797-Lyman Briggs College Lyman Briggs Dean), MC 111 (120116-James Madison College James Madison College Dean), MC 112 (120117-James Madison College James Madison College Dean), RCAH 111 (123305-Residential College in Arts and Humanities Residential College in Arts and Humanities Dean), AL 110 (126059-College of Arts and Letters Arts and Letters Dean)"
122948,1,00:00.0,WS,203,Introduction to Methods for Women's and Gender Studies Research,College of Arts and Letters,"Program in Women, Gender and Social Justice",606957,00:00.0,Prerequisite: Completion of Tier I Writing Requirement    ,ENR,1,OR,0,0,0,0,1,10,RQ,2083,PRE, , ,, , ,0,0, , , ,Tier I Writing Requirement,ENR,1,AND,0,0,0,0,1,2,CLST,7880,NA,EQ, ,"WRA 110 (116990-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 195H (116999-College of Arts and Letters Writing, Rhetoric, and Cultures), LB 133 (119797-Lyman Briggs College Lyman Briggs Dean), AL 192 (116554-College of Arts and Letters Arts and Letters Dean), AL 192H (116555-College of Arts and Letters Arts and Letters Dean), WRA 115 (116991-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 120 (116992-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 125 (116993-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 130 (116994-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 135 (116995-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 140 (116996-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 145 (116997-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 150 (116998-College of Arts and Letters Writing, Rhetoric, and Cultures)"
122948,1,00:00.0,WS,203,Introduction to Methods for Women's and Gender Studies Research,College of Arts and Letters,"Program in Women, Gender and Social Justice",606957,00:00.0,Prerequisite: Completion of Tier I Writing Requirement    ,ENR,1,OR,0,0,0,0,1,10,RQ,2083,PRE, , ,, , ,0,0, , , ,Tier I Writing Requirement,ENR,1,AND,0,0,0,0,1,7,CLST,4,NA,EQ, ,"WRA 101 (125835-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 195H (116999-College of Arts and Letters Writing, Rhetoric, and Cultures), LB 133 (119797-Lyman Briggs College Lyman Briggs Dean), MC 111 (120116-James Madison College James Madison College Dean), MC 112 (120117-James Madison College James Madison College Dean), RCAH 111 (123305-Residential College in Arts and Humanities Residential College in Arts and Humanities Dean), AL 110 (126059-College of Arts and Letters Arts and Letters Dean)"
122948,1,00:00.0,WS,203,Introduction to Methods for Women's and Gender Studies Research,College of Arts and Letters,"Program in Women, Gender and Social Justice",606957,00:00.0,Prerequisite: Completion of Tier I Writing Requirement    ,ENR,1,OR,0,0,0,0,1,10,RQ,2083,PRE, , ,, , ,0,0, , , ,Tier I Writing Requirement,ENR,1,AND,0,0,0,0,1,8,CLST,7880,NA,EQ, ,"WRA 110 (116990-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 195H (116999-College of Arts and Letters Writing, Rhetoric, and Cultures), LB 133 (119797-Lyman Briggs College Lyman Briggs Dean), AL 192 (116554-College of Arts and Letters Arts and Letters Dean), AL 192H (116555-College of Arts and Letters Arts and Letters Dean), WRA 115 (116991-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 120 (116992-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 125 (116993-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 130 (116994-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 135 (116995-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 140 (116996-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 145 (116997-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 150 (116998-College of Arts and Letters Writing, Rhetoric, and Cultures)"
122948,1,00:00.0,WS,203,Introduction to Methods for Women's and Gender Studies Research,College of Arts and Letters,"Program in Women, Gender and Social Justice",606957,00:00.0,Prerequisite: Completion of Tier I Writing Requirement    ,ENR,1,OR,0,0,0,0,1,10,RQ,2083,PRE, , ,, , ,0,0, , , ,Tier I Writing Requirement,ENR,1,AND,0,0,0,0,2,1,COND, ,TBL,EQ,244,
122948,1,00:00.0,WS,203,Introduction to Methods for Women's and Gender Studies Research,College of Arts and Letters,"Program in Women, Gender and Social Justice",606957,00:00.0,Prerequisite: Completion of Tier I Writing Requirement    ,ENR,1,OR,0,0,0,0,2,20,COND, , ,Honors, ,,OR, ,0,0,PL,IN,116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122949,1,00:00.0,WS,304,"Lesbian, Gay, Bisexual, Transgender, Queer (LGBTQ) and Sexuality Studies",College of Arts and Letters,"Program in Women, Gender and Social Justice",606959,00:00.0,"Restrictions: Not open to freshmen.    Semester Alias: WS 204    Interdepartmental With: Lyman Briggs, Residential College in the Arts and Humanities",ENR,1,OR,0,0,0,0,1,10,COND, , ,"Soph, Junior, or Senior Level Students", ,, , ,0,0,TBL,EQ,181,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122949,1,00:00.0,WS,304,"Lesbian, Gay, Bisexual, Transgender, Queer (LGBTQ) and Sexuality Studies",College of Arts and Letters,"Program in Women, Gender and Social Justice",606959,00:00.0,"Restrictions: Not open to freshmen.    Semester Alias: WS 204    Interdepartmental With: Lyman Briggs, Residential College in the Arts and Humanities",ENR,1,OR,0,0,0,0,2,20,COND, , ,Honors, ,,OR, ,0,0,PL,IN,116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122949,2,00:00.0,LB,304,"Lesbian, Gay, Bisexual, Transgender, Queer (LGBTQ) and Sexuality Studies",College of Arts and Letters,"Program in Women, Gender and Social Justice",606959,00:00.0,"Restrictions: Not open to freshmen.    Semester Alias: WS 204    Interdepartmental With: Lyman Briggs, Residential College in the Arts and Humanities",ENR,1,OR,0,0,0,0,1,10,COND, , ,"Soph, Junior, or Senior Level Students", ,, , ,0,0,TBL,EQ,181,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122949,2,00:00.0,LB,304,"Lesbian, Gay, Bisexual, Transgender, Queer (LGBTQ) and Sexuality Studies",College of Arts and Letters,"Program in Women, Gender and Social Justice",606959,00:00.0,"Restrictions: Not open to freshmen.    Semester Alias: WS 204    Interdepartmental With: Lyman Briggs, Residential College in the Arts and Humanities",ENR,1,OR,0,0,0,0,2,20,COND, , ,Honors, ,,OR, ,0,0,PL,IN,116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122949,3,00:00.0,RCAH,304,"Lesbian, Gay, Bisexual, Transgender, Queer (LGBTQ) and Sexuality Studies",College of Arts and Letters,"Program in Women, Gender and Social Justice",606959,00:00.0,"Restrictions: Not open to freshmen.    Semester Alias: WS 204    Interdepartmental With: Lyman Briggs, Residential College in the Arts and Humanities",ENR,1,OR,0,0,0,0,1,10,COND, , ,"Soph, Junior, or Senior Level Students", ,, , ,0,0,TBL,EQ,181,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122949,3,00:00.0,RCAH,304,"Lesbian, Gay, Bisexual, Transgender, Queer (LGBTQ) and Sexuality Studies",College of Arts and Letters,"Program in Women, Gender and Social Justice",606959,00:00.0,"Restrictions: Not open to freshmen.    Semester Alias: WS 204    Interdepartmental With: Lyman Briggs, Residential College in the Arts and Humanities",ENR,1,OR,0,0,0,0,2,20,COND, , ,Honors, ,,OR, ,0,0,PL,IN,116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
122953,1,00:00.0,WS,490,Independent Study,College of Arts and Letters,"Program in Women, Gender and Social Justice",606963,00:00.0,Restrictions: Open only to juniors or seniors; approval of program.    ,ENR,1,OR,0,0,0,0,1,10,COND, , ,Only open to Juniors and Seniors, ,, , ,0,0,TBL,EQ,164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
